Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,nodeX,nodeY,STREET1,STREET2
2,2,0,0,2009,984445.0947,197260.262,F D R DRIVE,BROOKLYN BRIDGE
2,2,0,0,2009,984409.6781,197230.1669,F D R DRIVE,BROOKLYN BRIDGE
2,2,0,0,2009,984384.5732,197257.6111,F D R DRIVE,BROOKLYN BRIDGE
2,2,0,0,2009,984404.478,197269.7305,F D R DRIVE,BROOKLYN BRIDGE
2,2,0,0,2009,984422.7752,197285.531,F D R DRIVE,BROOKLYN BRIDGE
2,2,0,0,2009,984426.896,197246.3152,F D R DRIVE,BROOKLYN BRIDGE
2,2,0,0,2009,984398.0771,197243.6479,F D R DRIVE,BROOKLYN BRIDGE
1,0,0,1,2015,1030999.61,198397.5793,82 AVENUE,AUSTIN STREET
1,1,0,0,2011,1046305.022,199065.1436,185 STREET,89 AVENUE
1,0,1,0,2015,1054311.606,161148.2355,MINTON STREET,CENTRAL AVENUE
1,0,0,1,2014,997736.4523,150398.6185,BEAUMONT STREET,HAMPTON AVENUE
1,1,0,0,2013,1012450.609,183468.8237,ALABAMA AVENUE,BELMONT AVENUE
1,1,0,0,2014,985284.4271,202303.1191,SPRING STREET,MULBERRY STREET
1,1,0,0,2011,982178.6199,158836.541,CROPSEY AVENUE,18 AVENUE
1,0,0,1,2012,940048.6461,169402.4086,GRIDLEY AVENUE,BRABANT STREET
1,1,0,0,2011,1022454.427,202951.4153,BOELSEN CRESCENT,CARLTON STREET
1,1,0,0,2015,1032274.325,251269.9325,BRUCKNER EXPRESSWAY ET 8 B SB,BRUCKNER EXPRESSWAY
1,1,0,0,2015,1032255.999,251207.8559,BRUCKNER EXPRESSWAY ET 8 B SB,BRUCKNER EXPRESSWAY
1,1,0,0,2015,1032311.117,251221.2942,PELHAMBRUCK NORTHBOUND RAMP,BRUCKNER EXPRESSWAY
1,1,0,0,2012,1009793.727,216367.3065,30 AVENUE,49 STREET
1,0,0,1,2011,996515.6543,168161.873,AVENUE I,EAST 21 STREET
1,1,0,0,2011,1051576.025,199316.4226,JAMAICA AVENUE,202 STREET
1,1,0,0,2011,1051566.409,199332.7054,JAMAICA AVENUE,202 STREET
1,1,0,0,2011,1051584.378,199300.6779,JAMAICA AVENUE,202 STREET
2,2,0,0,2013,942673.9362,152394.0309,SHALE STREET,KLONDIKE AVENUE
1,0,0,1,2015,943234.6142,140098.9905,RAMBLE ROAD,ADRIENNE PLACE
1,0,0,1,2015,1050969.327,156172.7799,BEACH 26 STREET,SEAGIRT AVENUE
1,0,0,1,2015,1051089.812,156189.0463,BEACH 26 STREET,SEAGIRT AVENUE
1,1,0,0,2016,948901.4401,149719.4893,ST GEORGE ROAD,ROCKLAND AVENUE
1,1,0,0,2009,1025786.641,241653.8465,WATSON AVENUE,CROSS BRONX EXPRESSWAY SR SOUTH
1,1,0,0,2009,932210.2238,131872.4322,EYLANDT STREET,KINGDOM AVENUE
1,0,0,1,2012,1004376.111,197425.5373,VARICK AVENUE,JOHNSON AVENUE
1,1,0,0,2010,982354.2361,197168.2576,GOLD STREET,PLATT STREET
1,0,1,0,2011,1033674.936,200680.37,VLEIGH PLACE,UNION TURNPIKE
1,0,1,0,2011,1033689.273,200690.9605,VLEIGH PLACE,UNION TURNPIKE
1,0,1,0,2011,1033670.392,200663.021,VLEIGH PLACE,UNION TURNPIKE
1,0,1,0,2011,1001074.293,248516.9853,FT WASHINGTON AVENUE,CBE NB ENTRANCE RIVERSIDE DRV
1,0,0,1,2013,933942.261,168069.5012,GOETHALS ROAD NORTH,STATEN ISLAND EXPWY ET 3 WB
1,1,0,0,2009,1029296.926,209647.3465,LONG ISLAND EXPWY ET 22 D EB,VAN WYCK EXPRESSWAY ET 12 A NB
1,1,0,0,2015,1002599.176,191358.5648,STUYVESANT AVENUE,LAFAYETTE AVENUE
1,1,0,0,2009,1007330.163,198470.5122,STARR STREET,WOODWARD AVENUE
1,0,0,1,2015,1033991.687,262421.7472,EASTCHESTER PLACE,HOLLERS AVENUE
1,1,0,0,2011,987496.378,206932.89,EAST 15 STREET,IRVING PLACE
1,1,0,0,2009,987245.7814,171653.0668,13 AVENUE,44 STREET
1,1,0,0,2009,1037070.595,236117.3319,ASTER PLACE,MEAGHER AVENUE
1,0,0,1,2009,1043957.136,216193.4354,42 AVENUE,FRANCIS LEWIS BOULEVARD
1,0,0,1,2009,1044067.969,215889.0463,42 ROAD,FRANCIS LEWIS BOULEVARD
1,0,0,1,2009,1044008.881,216034.8728,42 ROAD,42 AVENUE
1,0,0,1,2009,1044034.619,215885.5981,42 ROAD,FRANCIS LEWIS BOULEVARD
1,0,0,1,2009,1043938.347,216188.2324,42 AVENUE,FRANCIS LEWIS BOULEVARD
1,0,0,1,2009,1044052.385,216025.0401,42 AVENUE,FRANCIS LEWIS BOULEVARD
1,0,0,1,2009,1044041.647,216046.1162,42 AVENUE,FRANCIS LEWIS BOULEVARD
1,0,0,1,2009,1044036.211,216062.8681,42 AVENUE,FRANCIS LEWIS BOULEVARD
1,0,0,1,2009,1043978.064,216200.4039,42 AVENUE,FRANCIS LEWIS BOULEVARD
1,0,0,1,2009,1043988.845,216029.4955,42 ROAD,FRANCIS LEWIS BOULEVARD
1,1,0,0,2016,1057950.69,196123.9228,223 STREET,112 ROAD
1,1,0,0,2010,995494.6786,154072.7611,AVENUE Y,EAST 11 STREET
1,1,0,0,2015,985862.2179,191758.2983,JORALEMON STREET,SIDNEY PLACE
1,1,0,0,2016,1012375.363,143738.3005,MARSHALL ROAD,WEST ROAD
1,1,0,0,2009,1037428.127,237548.5627,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPWY ET 9 WB
1,1,0,0,2009,1037471.158,237491.1944,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPWY ET 9 WB
1,1,0,0,2012,1010002.504,235726.1126,WALES AVENUE,EAST 150 STREET
1,0,0,1,2010,1036128.481,183804.9284,126 STREET,133 AVENUE
1,0,0,1,2013,1022580.057,196787.6088,77 AVENUE,88 STREET
1,0,0,1,2013,1022641.372,196688.7999,77 AVENUE,88 STREET
1,0,0,1,2009,1005426.614,255772.6922,PAYSON AVENUE,SEAMAN AVENUE
1,1,0,0,2009,1026662.399,210405.5822,GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY ET 10 EB
1,1,0,0,2009,1026660.363,210298.4771,GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY ET 10 EB
1,1,0,0,2010,1024174.506,234947.7313, , 
1,0,1,0,2016,1050109.817,219192.7962,38 AVENUE,222 STREET
1,0,0,1,2014,953483.0579,167501.4315,NUTLEY PLACE,BEMENT AVENUE
1,0,0,1,2013,1041280.76,220071.4264,29 AVENUE,171 STREET
1,1,0,0,2013,990991.8631,183366.7009,8 AVENUE,2 STREET
1,0,0,1,2015,974576.6276,161402.1723,BELT PARKWAY EXIT 2 WESTBOUND,VERRAZANO BRIDGE APPROACH
1,0,0,1,2015,974560.5643,161441.9255,BELT PARKWAY EXIT 2 WESTBOUND,VERRAZANO BRIDGE APPROACH
1,0,0,1,2015,974567.8228,161423.3947,BELT PARKWAY EXIT 2 WESTBOUND,VERRAZANO BRIDGE APPROACH
1,1,0,0,2010,1001409.401,246593.5446,ST NICHOLAS AVENUE,WEST 172 STREET
1,0,0,1,2011,1005597.85,162033.0369,EAST 52 STREET,EAST 53 STREET
1,1,0,0,2009,917942.5201,127950.8655,BETHEL AVENUE,ST ANDREWS PLACE
1,0,0,1,2011,1026763.68,197373.2802,UNION TURNPIKE,72 DRIVE
1,0,0,1,2011,1026769.609,197424.8942,UNION TURNPIKE,72 DRIVE
1,0,0,1,2011,1026765.179,197399.3333,UNION TURNPIKE,72 DRIVE
1,0,0,1,2011,1026762.2,197354.0086,UNION TURNPIKE,72 DRIVE
1,0,0,1,2011,1059076.571,183207.0985,136 AVENUE,246 STREET
1,0,0,1,2014,1012582.344,269489.318,WEST 259 STREET,POST ROAD
1,1,0,0,2010,989202.5915,222728.5175,BROADWAY,AMSTERDAM AVENUE
1,1,0,0,2009,1036617.659,212728.9119,156 STREET,OAK AVENUE
1,1,0,0,2011,1025682.908,253007.8359,WARING AVENUE,BOUCK AVENUE
1,0,0,1,2013,996693.1342,197320.0191,KEAP STREET,SOUTH 5 STREET
1,0,1,0,2010,994169.4516,187106.91,WASHINGTON AVENUE,PACIFIC STREET
1,1,0,0,2016,1014796.736,195253.042,65 PLACE,CENTRAL AVENUE
1,1,0,0,2009,1051348.591,212890.8997,58 AVENUE,SPRINGFIELD BOULEVARD
1,1,0,0,2013,1053095.018,214462.3529,229 STREET,56 AVENUE
1,0,0,1,2009,1045202.553,212625.0505,199 STREET,50 AVENUE
1,0,0,1,2013,1060058.888,176942.1176,149 ROAD,HOOK CREEK BOULEVARD
1,0,0,1,2013,1060138.839,177055.2408,149 ROAD,HOOK CREEK BOULEVARD
1,1,0,0,2014,990830.6988,228854.8534,RIVERSIDE DRIVE,WEST 94 STREET
1,1,0,0,2010,992980.4891,227666.2216,COLUMBUS AVENUE,WEST 94 STREET
1,0,0,1,2014,1008361.319,197675.8189,STOCKHOLM STREET,WOODWARD AVENUE
1,1,0,0,2013,1028071.391,217370.2572,WHITESTONE EXPRESSWAY,WHITESTONE EXPRESSWAY ET 13 SB
1,0,0,1,2009,1045170.808,215376.6822,NORTHERN BOULEVARD,203 STREET
1,1,0,0,2014,1013863.345,218655.1661,ASTORIA BOULEVARD NORTH,76 STREET
1,0,0,1,2010,1012596.846,241474.9918,PROSPECT AVENUE,EAST 169 STREET
1,0,0,1,2009,926282.3128,135000.9725,LENEVAR AVENUE,RENSSELAER AVENUE
1,0,0,1,2015,1030537.295,198153.61,GRENFELL STREET,ONSLOW PLACE
1,1,0,0,2011,1014181.941,250653.8413,BATHGATE AVENUE,EAST 183 STREET
1,1,0,0,2013,1043328.899,174368.2123,VAN WYCK EXPRESSWAY ENTRANCE NB,JFK TERMINAL ACCESS RAMP
1,0,1,0,2010,1040113.732,183198.755,140 STREET,133 AVENUE
1,1,0,0,2013,972903.8901,168845.7946,SHR PKWY GREENWAY-80 ST PED OVAL,SHORE PARKWAY GREENWAY WEST
1,1,0,0,2013,972931.0476,168939.7038,SHR PKWY GREENWAY-80 ST PED OVAL,SHORE PARKWAY GREENWAY WEST
1,1,0,0,2013,972883.7717,168751.6307,SHR PKWY GREENWAY-80 ST PED OVAL,SHORE PARKWAY GREENWAY WEST
1,1,0,0,2011,1038667.829,192317.4999,106 AVENUE,WALTHAM STREET
1,1,0,0,2010,937059.8532,136560.9333,MOSELY AVENUE,ARDEN AVENUE
1,1,0,0,2013,1032518.727,205321.4529,69 ROAD,140 STREET
1,1,0,0,2013,946017.6434,158478.2871,FIELDS AVENUE,BOONE STREET
1,1,0,0,2010,1002689.881,155113.4254,AVENUE Y,BRIGHAM STREET
1,0,0,1,2011,954765.5029,163446.207,LOGAN AVENUE,VICTORY BOULEVARD
1,1,0,0,2009,959852.2738,154737.12,EVERGREEN AVENUE,HYLAN BOULEVARD
1,1,0,0,2009,959868.8092,154725.7159,EVERGREEN AVENUE,HYLAN BOULEVARD
1,1,0,0,2009,959832.4153,154751.0373,EVERGREEN AVENUE,HYLAN BOULEVARD
1,0,0,1,2013,1014177.853,261743.9073,VAN CORTLANDT PARK SOUTH,ORLOFF AVENUE
1,0,0,1,2009,938345.7791,168494.9301,NETHERLAND AVENUE,GRANDVIEW AVENUE
1,0,0,1,2013,1037392.55,220397.9218,156 STREET,29 AVENUE
1,1,0,0,2012,942175.0001,164289.3381,WILLOW ROAD EAST,WATCHOGUE ROAD
1,1,0,0,2014,1042117.248,223168.0409,21 AVENUE,202 STREET
1,0,0,1,2012,1033884.742,203606.7454,VLEIGH PLACE,72 DRIVE
1,1,0,0,2014,1000225.968,195165.1481,GRAHAM AVENUE,COOK STREET
1,0,0,1,2012,1033481.383,206122.6029,68 DRIVE,147 STREET
1,1,0,0,2009,1056827.543,197626.8525,109 AVENUE,SPRINGFIELD BOULEVARD
1,1,0,0,2009,1056843.75,197667.5611,109 AVENUE,SPRINGFIELD BOULEVARD
1,1,0,0,2015,1006560.516,240177.1598,GRANT AVENUE,EAST 161 STREET
1,1,0,0,2009,1003188.429,171460.7211,FARRAGUT ROAD,SCHENECTADY AVENUE
1,1,0,0,2010,1046511.065,191007.9651,174 STREET,115 AVENUE
1,1,0,0,2014,1049992.964,193206.8449,MEXICO STREET,114 DRIVE
1,0,0,1,2009,1036705.343,189270.3275,109 AVENUE,133 STREET
1,1,0,0,2009,1059351.977,209886.0403,CROSS ISLAND PARKWAY ET 29 NB,CROSS ISLAND PKWY ET 29 W NB
1,0,0,1,2015,1059850.089,191675.0603,CROSS ISLAND PKWY ET 25 B SB,234 STREET
1,1,0,0,2014,1022086.885,185770.7742,PITKIN AVENUE,FORBELL STREET
1,1,0,0,2013,1032521.683,224115.8208,WHITESTONE EXPRESSWAY SR WEST,20 AVENUE
1,1,0,0,2014,985983.0739,204873.6421,BROADWAY,WASHINGTON PLACE
1,0,0,1,2009,1002562.037,208277.7593,32 PLACE,GALE AVENUE
1,1,0,0,2015,1016993.739,182722.2599,DUMONT AVENUE,ELTON STREET
1,1,0,0,2009,1033800.174,239277.9431,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPWY ET 11 NB
1,1,0,0,2009,1033827.122,239225.9707,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPWY ET 11 NB
1,0,1,0,2014,1029343.193,203357.1593,GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY ET 12 EB
1,0,1,0,2014,1029329.997,203295.2037,GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY ET 12 EB
1,1,0,0,2011,1042948.995,193576.7133,108 AVENUE,166 STREET
1,0,0,1,2010,987265.181,188691.0111,WARREN STREET,HOYT STREET
1,0,0,1,2011,1055140.263,197973.5218,HOLLIS AVENUE,214 STREET
1,0,0,1,2011,1055233.589,197999.8964,HOLLIS AVENUE,214 STREET
1,1,0,0,2010,995034.837,164765.8529,LOCUST AVENUE,EAST 14 STREET
1,1,0,0,2010,954454.6176,169799.4748,DE KAY STREET,NORTH MADA AVENUE
1,1,0,0,2016,941969.4595,137004.5151,RAMBLEWOOD AVENUE,OCEANVIEW PLACE
1,0,0,1,2010,1023267.303,258089.791,EAST GUN HILL ROAD,COLDEN AVENUE
1,1,0,0,2011,937257.3364,168311.0296,DOLSON PLACE,KINSEY PLACE
1,1,0,0,2009,1028965.579,181994.512,KILLARNEY STREET,155 AVENUE
1,1,0,0,2010,940364.8663,140362.3463,KATAN AVENUE,NOTRE DAME AVENUE
1,0,1,0,2015,1003202.308,203752.6375,GARDNER AVENUE,KOSCIUSZKO BRIDGE
1,0,1,0,2015,1003209.42,203730.9807,GARDNER AVENUE,KOSCIUSZKO BRIDGE
1,0,1,0,2015,1003194.771,203776.4071,GARDNER AVENUE,KOSCIUSZKO BRIDGE
1,1,0,0,2013,1011077.734,248752.3982,ANTHONY AVENUE,ECHO PLACE
1,1,0,0,2014,1030653.459,247909.4242,CROSBY AVENUE,WESTCHESTER AVENUE
1,0,0,1,2013,1036027.293,218482.3285,35 AVENUE,MURRAY LANE
1,0,1,0,2015,1055287.615,159795.9715,MOBILE ROAD,READS LANE
1,0,1,0,2015,1055281.03,159777.3294,MOBILE ROAD,READS LANE
1,0,1,0,2015,1055299.35,159809.623,MOBILE ROAD,READS LANE
1,0,0,1,2015,1001234.018,202393.2731,LOMBARDY STREET,MORGAN AVENUE
1,1,0,0,2016,942292.7558,137561.5153,HILLTOP PLACE,ELEANOR LANE
1,1,0,0,2010,933453.4825,139806.5698,CARLTON BOULEVARD,SINCLAIR AVENUE
1,1,0,0,2013,957753.758,158085.427,SPARKILL AVENUE,MASON STREET
1,0,0,1,2013,1042156.293,217140.3233,191 STREET,37 AVENUE
2,0,0,2,2012,1008740.692,189991.3694,EVERGREEN AVENUE,ELDERT STREET
1,1,0,0,2016,987533.3497,205951.4615,EAST 12 STREET,3 AVENUE
1,0,0,1,2011,1052036.378,187737.2204,GRAYSON STREET,WILLIAMSON AVENUE
1,1,0,0,2014,1002088.875,213359.7931,29 STREET,40 AVENUE
1,0,0,1,2015,1002701.318,199553.2299,METROPOLITAN AVENUE,VANDERVOORT AVENUE
1,0,0,1,2011,954946.5885,146324.8472,TITUS AVENUE,NEW DORP LANE
1,1,0,0,2012,983251.2159,199276.8,CENTRE STREET,LAFAYETTE STREET
1,1,0,0,2009,1025118.372,202720.2577,68 AVENUE,AUSTIN STREET
1,0,1,0,2015,995647.5687,176532.9813,FLATBUSH AVENUE,MARTENSE STREET
1,1,0,0,2013,1037559.488,207802.2091,65 AVENUE,161 STREET
1,1,0,0,2016,959576.2511,161841.4165,PIERCE STREET,RICHMOND ROAD
1,0,0,1,2014,1009292.915,200800.8357,RUST STREET,FLUSHING AVENUE
1,0,0,1,2014,1009303.945,200785.6848,FLUSHING AVENUE,59 DRIVE
1,0,0,1,2014,1009321.96,200765.1763,FLUSHING AVENUE,59 DRIVE
1,0,0,1,2014,1009264.483,200841.6131,RUST STREET,FLUSHING AVENUE
1,0,0,1,2014,1009285.343,200811.6952,RUST STREET,FLUSHING AVENUE
1,1,0,0,2010,1053410.368,201882.3063,HOLLIS COURT BOULEVARD,90 COURT
1,1,0,0,2010,1053397.074,201869.8722,HOLLIS COURT BOULEVARD,90 COURT
1,1,0,0,2010,1053423.331,201894.8984,HOLLIS COURT BOULEVARD,90 COURT
1,0,0,1,2012,1016143.255,217369.857,84 STREET,25 AVENUE
1,0,0,1,2010,1023151.912,257829.9749,MAGENTA STREET,COLDEN AVENUE
1,1,0,0,2013,1064298.164,210781.606,260 STREET,80 AVENUE
1,0,0,1,2009,1014442.248,240517.1132,HOE AVENUE,EAST 167 STREET
1,0,0,1,2015,960722.4529,157773.7741,LESLIE AVENUE,PARKINSON AVENUE
1,1,0,0,2013,1023420.98,234568.6933,LELAND AVENUE,A STREET
1,0,0,1,2015,956799.8951,147891.6485,GREELEY AVENUE,MORELAND STREET
1,0,1,0,2016,944672.3934,146861.808,WEST CEDARVIEW AVENUE,GILBERT STREET
1,1,0,0,2013,986132.4273,215304.3493,9 AVENUE,LINCOLN TUNNEL BUS APPROACH
1,1,0,0,2009,993796.4635,151341.3857,BRIGHTON 3 ROAD,BRIGHTON 3 STREET
1,0,0,1,2011,1049251.098,160722.2094,BAY 28 STREET,WESTBOURNE AVENUE
1,1,0,0,2016,983737.3895,159122.7445,BENSON AVENUE,BAY 22 STREET
1,0,0,1,2015,1022014.546,147990.4475,BEACH 147 STREET,NEWPORT AVENUE
1,0,0,1,2015,1021965.048,148097.0516,BEACH 147 STREET,NEWPORT AVENUE
1,0,0,1,2015,1022030.684,147995.4606,BEACH 147 STREET,NEWPORT AVENUE
1,0,0,1,2015,1021949.73,148090.3423,BEACH 147 STREET,NEWPORT AVENUE
1,0,0,1,2015,1021984.211,148103.6658,BEACH 147 STREET,NEWPORT AVENUE
1,0,0,1,2015,1021998.808,147982.4488,BEACH 147 STREET,NEWPORT AVENUE
1,1,0,0,2015,998784.859,156124.0431,EAST 23 STREET,AVENUE W
1,1,0,0,2010,961636.8375,173700.9269,DANIEL LOW TERRACE,VINE STREET
1,1,0,0,2012,1030215.097,189003.1398,103 AVENUE,108 STREET
1,1,0,0,2015,1009750.015,244343.8775,EAST 170 STREET,CLAY AVENUE
1,1,0,0,2015,1009669.543,244286.9557,EAST 170 STREET,CLAY AVENUE
1,1,0,0,2009,989606.5706,162755.9327,65 STREET,WEST 6 STREET
2,1,0,1,2013,1009567.524,210754.175,56 STREET,ROOSEVELT AVENUE
1,1,0,0,2013,1000273.583,167978.2842,FLATBUSH AVENUE,EAST 35 STREET
1,1,0,0,2016,1028711.987,185439.4264,97 STREET,134 AVENUE
1,1,0,0,2012,954855.0598,150532.3781,MIDLAND AVENUE,EDISON STREET
1,1,0,0,2016,987251.7591,211755.3114,WEST 31 STREET,AVENUE OF THE AMERICAS
1,0,1,0,2012,956083.909,160505.5665,OCEAN TERRACE,STATEN ISLAND BOULEVARD
1,1,0,0,2015,1044191.287,225928.5328,14 AVENUE,209 STREET
1,1,0,0,2014,1041855.647,225107.6364,202 STREET,16 AVENUE
1,0,0,1,2014,1012656.038,260765.7761,WEST 238 STREET,CANNON PLACE
1,0,0,1,2013,1031316.847,179720.4716,COLEMAN SQUARE,159 ROAD
1,1,0,0,2010,1015234.369,263639.7031,VAN CORTLANDT PARK GREENWAY,MOSHOLU PARKWAY SOUTHBOUND EXIT
1,0,0,1,2014,1010739.635,202277.6109,GRAND AVENUE,61 STREET
1,1,0,0,2014,1002657.2,214206.3367,29 STREET,38 AVENUE
1,1,0,0,2012,1010774.257,235170.5724,EAST 149 STREET,SOUTHERN BOULEVARD
1,1,0,0,2013,1016014.666,247225.5706,MARMION AVENUE,SOUTHERN BOULEVARD
1,1,0,0,2015,1006675.407,253025.2079,9 AVENUE,WEST 203 STREET
1,1,0,0,2010,938428.3807,141773.5111,SWEETBROOK ROAD,RIDGEWOOD AVENUE
1,0,0,1,2013,1055589.087,192936.7077,LINDEN BOULEVARD,217 STREET
1,1,0,0,2011,1048901.978,187545.0324,176 STREET,127 AVENUE
1,1,0,0,2011,1048688.248,187496.4499,176 STREET,127 AVENUE
1,1,0,0,2012,988553.8496,153460.9021,HARWAY AVENUE,BAY 50 STREET
1,0,0,1,2013,998991.4433,177111.8253,LINDEN BOULEVARD,NEW YORK AVENUE
1,0,1,0,2009,1030332.567,194432.6233,116 STREET,MYRTLE AVENUE
1,0,0,1,2010,1052110.03,180669.5577,145 ROAD,224 STREET
1,1,0,0,2015,1002164.18,240774.6652,ADAM C POWELL BOULEVARD,MACOMBS PLACE
1,1,0,0,2015,1002283.717,240958.3311,ADAM C POWELL BOULEVARD,HARLEM RIVER DRIVE
1,1,0,0,2015,1002255.854,241005.0111,ADAM C POWELL BOULEVARD,WEST 155 STREET
1,1,0,0,2015,1002233.704,240947.8869,MACOMBS PLACE,WEST 155 STREET
1,1,0,0,2015,1002282.255,240982.0676,HARLEM RIVER DRIVE,WEST 155 STREET
1,1,0,0,2015,1002150.701,240799.8311,ADAM C POWELL BOULEVARD,MACOMBS PLACE
1,1,0,0,2015,1002215.83,240916.0372,ADAM C POWELL BOULEVARD,WEST 155 STREET
1,1,0,0,2015,1002256.962,240954.9237,ADAM C POWELL BOULEVARD,MACOMBS PLACE
1,1,0,0,2010,1060084.948,203974.2807,BRADDOCK AVENUE,242 STREET
1,1,0,0,2010,1060078.261,203955.7339,BRADDOCK AVENUE,242 STREET
1,1,0,0,2010,1060088.941,203987.2003,BRADDOCK AVENUE,242 STREET
1,0,0,1,2010,1009619.384,202755.7924,MASPETH AVENUE,59 STREET
1,1,0,0,2015,1031450.859,238937.2902,BUTTRICK AVENUE,RANDALL AVENUE
1,0,0,1,2015,1038072.148,216791.64,160 STREET,STATION ROAD
1,0,0,1,2015,1038080.681,216911.5541,160 STREET,STATION ROAD
1,1,0,0,2011,993383.7088,166819.6152,AVENUE J,EAST 9 STREET
1,1,0,0,2011,1009406.343,253716.8666,WEBB AVENUE,SEDGWICK AVENUE
1,1,0,0,2016,1028806.566,218722.8497,COLLEGE POINT BOULEVARD,WHITESTONE EXPRESSWAY SR WEST
1,0,0,1,2009,987717.2142,203258.5535,1 AVENUE,EAST 3 STREET
1,1,0,0,2009,1010716.245,265474.9005,FIELDSTON ROAD,GOODRIDGE AVENUE
1,1,0,0,2009,1010726.039,265456.5804,FIELDSTON ROAD,GOODRIDGE AVENUE
1,1,0,0,2009,1010711.915,265493.2371,FIELDSTON ROAD,GOODRIDGE AVENUE
1,1,0,0,2013,1001634.502,210770.753,30 STREET,THOMSON AVENUE
1,0,0,1,2014,1057986.98,202295.1798,94 AVENUE,221 STREET
1,1,0,0,2013,1029743.71,212022.9946,PATH OF PROGRESS,PATH OF DISCOVERY
1,1,0,0,2010,982085.2209,197617.1084,JOHN STREET,DUTCH STREET
1,0,1,0,2009,1030261.055,193873.4479,JAMAICA AVENUE,115 STREET
1,0,1,0,2012,1010139.577,183015.6583,MOTHER GASTON BOULEVARD,BELMONT AVENUE
1,1,0,0,2015,1044279.002,225414.4994,209 STREET,15 ROAD
1,1,0,0,2013,1002095.263,227772.969,F D R DRIVE,EAST 111 STREET
1,1,0,0,2013,1008478.114,234154.5147,CYPRESS AVENUE,ST MARYS STREET
1,1,0,0,2015,984725.9702,180952.0899,22 STREET,GOWANUS EXPRESSWAY
1,1,0,0,2015,984771.7575,180915.9351,22 STREET,3 AVENUE
1,1,0,0,2015,984677.906,180990.8526,22 STREET,3 AVENUE
1,1,0,0,2015,984747.6433,180934.918,22 STREET,GOWANUS EXPRESSWAY
1,1,0,0,2015,984704.7104,180969.0617,22 STREET,GOWANUS EXPRESSWAY
1,1,0,0,2013,959260.9663,150546.5119,NUGENT AVENUE,SEAVER AVENUE
1,1,0,0,2016,985680.3285,199482.2753,DIVISION STREET,MARKET STREET
1,1,0,0,2014,1014352.708,207162.4794,72 PLACE,51 DRIVE
1,1,0,0,2010,1022861.372,198705.7808,METROPOLITAN AVENUE,AUBREY AVENUE
1,1,0,0,2011,1048306.963,202570.0677,COMO AVENUE,PINTO STREET
1,1,0,0,2011,944349.4282,136964.7809,ACKERMAN STREET,MORRIS PLACE
1,1,0,0,2015,1008000.152,181539.9988,BLAKE AVENUE,HERZL STREET
1,1,0,0,2012,1006076.271,169149.9879,AVENUE I,EAST 57 STREET
1,1,0,0,2013,997908.263,226774.8247,EAST 100 STREET,PARK AVENUE
1,1,0,0,2013,997941.4552,226757.1607,EAST 100 STREET,PARK AVENUE
1,0,0,1,2012,1005636.364,196710.4403,TROUTMAN STREET,WYCKOFF AVENUE
2,0,0,2,2014,1050542.254,181809.4406,184 STREET,144 ROAD
1,1,0,0,2014,1020759.614,237505.5083,SEWARD AVENUE,CROES AVENUE
1,1,0,0,2013,1061220.874,210911.8026,249 STREET,ELKMONT AVENUE
1,1,0,0,2012,1053403.593,210611.9574,69 AVENUE,225 STREET
1,0,1,0,2010,1039348.041,182252.6451,VAN WYCK EXPWY ET 1 B-2 NB,NORTH CONDUIT AVENUE
1,1,0,0,2011,1001155.248,200164.0751,MASPETH AVENUE,OLIVE STREET
1,1,0,0,2009,1003549.696,235572.9695,EAST 138 STREET,MDE SB ENTRANCE GRAND CNCRSE
1,1,0,0,2013,995240.5026,220906.6117,LEXINGTON AVENUE,EAST 76 STREET
1,1,0,0,2011,1039473.956,191084.5168,LIVERPOOL STREET,ARLINGTON TERRACE
1,1,0,0,2013,947197.5688,158012.5991,SUNSET AVENUE,MC DONALD STREET
1,1,0,0,2010,934963.089,138821.2897,EDGEGROVE AVENUE,CARLTON BOULEVARD
1,0,0,1,2014,1014557.511,250812.919,LORILLARD PLACE,3 AVENUE
1,0,0,1,2015,1020178.415,243876.7357,CROSS BRONX EXPRESSWAY SR NORTH,CROSS BRONX EXPRESSWAY
1,0,0,1,2015,1020177.926,243894.7997,CROSS BRONX EXPRESSWAY SR NORTH,CROSS BRONX EXPRESSWAY
1,0,0,1,2012,1023778.47,267875.4433,BULLARD AVENUE,EAST 239 STREET
1,0,0,1,2009,965006.2662,159200.9136,FINGERBOARD ROAD,VERRAZANO BRIDGE APPROACH
1,1,0,0,2013,1021685.229,218122.4605,27 AVENUE,BUTLER STREET
1,1,0,0,2009,1023076.965,209594.5349,102 STREET,RADCLIFF AVENUE
1,1,0,0,2012,944854.3747,165142.3581,CRYSTAL AVENUE,LATHROP AVENUE
1,1,0,0,2012,944862.4193,165223.585,CRYSTAL AVENUE,LATHROP AVENUE
1,1,0,0,2013,1054671.17,180511.8579,232 STREET,EDGEWOOD AVENUE
